user_id,lat_pos,lon_pos
699.0,-118.119836,34.032591
715.0,-121.964843,37.315169
725.0,-122.133516,37.426037
742.0,-118.107814,34.057073
745.0,-121.958946,37.306274
748.0,-117.041961,32.79092
753.0,-122.247597,37.725281
760.0,-119.735235,36.843807
776.0,-122.397204,37.736033
777.0,-118.275913,34.02853
782.0,-118.059529,33.900556
794.0,-117.297388,34.464705
798.0,-118.412039,34.154915
804.0,-122.179529,37.791222
811.0,-118.10866,34.053661
816.0,-121.30329,38.727656
830.0,-122.390885,37.778023
831.0,-117.893534,33.934213
832.0,-118.384978,33.97737
833.0,-122.439411,37.671387
836.0,-117.940044,33.946809
849.0,-122.576973,38.096175
850.0,-122.404711,37.828506
865.0,-118.375846,33.987362
870.0,-122.179615,37.87081
883.0,-117.188049,32.765866
898.0,-121.974945,37.287524
941.0,-117.260157,32.842284
944.0,-121.468695,38.566227
952.0,-121.933251,37.722167
968.0,-120.14559,39.338288
983.0,-122.361816,37.706416
990.0,-117.230492,32.964697
1011.0,-118.258333,34.036012
1013.0,-118.383111,34.063329
1014.0,-117.24998,32.937571
1022.0,-122.328497,37.790742
1026.0,-122.37512,37.780816
1027.0,-118.365023,34.085457
1030.0,-118.295837,33.954213
1047.0,-121.901535,36.60097
1048.0,-118.200982,34.139508
1052.0,-119.767053,36.807225
1060.0,-122.295092,37.70945
1066.0,-118.345904,34.134398
1078.0,-117.164123,33.534798
1086.0,-118.31773,33.992369
1093.0,-117.350732,33.159478
1101.0,-122.624048,38.187263
1120.0,-122.410496,37.776358
1121.0,-117.36111,33.922044
1128.0,-121.995266,37.375109
1171.0,-117.650584,34.110848
1174.0,-122.289915,37.697111
1182.0,-122.705557,38.407044
1185.0,-120.168279,39.349247
1188.0,-118.077495,33.95482
1224.0,-122.080995,37.413926
1242.0,-117.111669,33.383301
1244.0,-121.485151,38.576891
1279.0,-122.132394,38.084842
1280.0,-122.035024,37.973402
1297.0,-121.27089,38.607279
1298.0,-121.989818,37.879354
1302.0,-118.596043,34.191765
1304.0,-118.001658,34.012843
1307.0,-122.104368,38.016316
1311.0,-117.745067,33.681965
1313.0,-121.859841,37.280848
1315.0,-118.358006,34.050032
1324.0,-117.821936,33.9339
1345.0,-122.087675,37.714038
1346.0,-122.069408,37.374282
1378.0,-122.186848,37.880671
1381.0,-117.951286,33.761191
1409.0,-118.223671,34.123584
1420.0,-118.204039,33.86164
1423.0,-118.358411,34.088738
1450.0,-122.377029,38.153972
1453.0,-122.410066,37.794132
1454.0,-122.331652,37.796192
1464.0,-117.139288,32.791244
1466.0,-117.868153,33.761993
1470.0,-118.356665,34.071066
1482.0,-118.404154,33.955481
1484.0,-117.134106,33.553498
1498.0,-118.457614,34.019913
1507.0,-118.279869,34.133756
1517.0,-118.365923,34.059624
1523.0,-117.681916,33.650879
1530.0,-122.288465,37.906273
1549.0,-119.23847,34.257625
1558.0,-118.364686,34.075118
1562.0,-117.166455,33.030983
1564.0,-117.889042,33.713285
1566.0,-118.426258,34.009185
1567.0,-122.417664,37.747318
1569.0,-118.152804,33.86614
1578.0,-118.346781,34.117351
1584.0,-122.417073,37.791277
1586.0,-118.303358,33.967609
1588.0,-118.316873,34.092571
1599.0,-118.167583,34.03069
1607.0,-118.341288,34.101574
1610.0,-118.204302,34.114413
1621.0,-118.768898,34.164321
1622.0,-118.739225,34.160463
1623.0,-117.599841,34.100205
1624.0,-118.280921,34.02123
1632.0,-118.33325,34.091525
1654.0,-118.321288,34.059342
1655.0,-117.894105,33.915893
1658.0,-118.870916,34.275747
1685.0,-118.047597,33.899965
1689.0,-118.189423,34.089824
1702.0,-118.440763,33.999938
1703.0,-122.133043,37.329164
1709.0,-117.861652,33.691018
1716.0,-118.431304,33.975049
1731.0,-122.048337,37.371686
1736.0,-118.190097,33.820865
1737.0,-118.328562,34.069367
1740.0,-117.660616,33.884701
1745.0,-118.281198,34.027556
1748.0,-122.096542,37.585696
1754.0,-118.080494,33.783974
1755.0,-118.340775,34.055698
1756.0,-118.322484,33.840214
1774.0,-118.354738,34.064956
1777.0,-118.355942,34.071372
1779.0,-118.01399,33.747579
1784.0,-122.143369,38.120269
1785.0,-117.184367,33.550527
1787.0,-117.979121,33.836619
1817.0,-122.153386,37.43792
1826.0,-118.429112,34.041209
1828.0,-118.280921,34.02123
1833.0,-117.91947,33.810218
1835.0,-118.201158,34.124209
1852.0,-122.120745,37.438001
1856.0,-118.415228,34.063066
1860.0,-118.394417,34.022548
1872.0,-122.4023,37.776616
1881.0,-118.417631,34.016491
1891.0,-122.001106,37.332089
1897.0,-122.144048,37.691325
1899.0,-122.402999,37.785172
1900.0,-122.40385,37.784607
1903.0,-118.316573,34.065742
1904.0,-122.141415,37.386548
1909.0,-122.400985,37.763982
1915.0,-118.362955,34.061965
1921.0,-118.544518,34.386927
1924.0,-122.40129,37.786612
1932.0,-122.305806,37.709634
1953.0,-121.14142,37.762874
1965.0,-118.267244,34.046611
1976.0,-121.995288,37.334184
1987.0,-118.438439,34.001051
1991.0,-118.248642,34.058241
1997.0,-118.251748,33.911936
2004.0,-118.337041,34.042582
2009.0,-118.145031,33.82928
2021.0,-121.974946,37.15341
2039.0,-118.317345,34.075596
2041.0,-118.349551,34.096779
2046.0,-118.262853,34.068847
2053.0,-117.991867,33.889354
2068.0,-122.234857,37.724983
2070.0,-122.406676,37.723175
2073.0,-122.196448,37.452966
2075.0,-118.375047,33.958583
2076.0,-118.445126,34.059898
2084.0,-117.923152,33.79758
2088.0,-117.798785,33.73078
2090.0,-118.315014,34.05739
2097.0,-117.881418,33.753994
2102.0,-122.030842,37.39713
2107.0,-117.842438,33.668527
2122.0,-118.364781,34.056493
2124.0,-118.295017,34.093198
2125.0,-118.14294,34.005447
2126.0,-122.375633,37.776201
2127.0,-122.412057,37.78329
2133.0,-118.536421,34.206015
2143.0,-120.395542,34.88127
2160.0,-118.047277,34.05961
2167.0,-122.375256,37.808579
2170.0,-118.348325,34.083111
2171.0,-118.362824,34.078099
2176.0,-118.692335,34.049192
2182.0,-122.172661,37.79313
2184.0,-117.929981,33.716837
2193.0,-122.051246,37.387367
2196.0,-122.402188,37.781722
2198.0,-117.208689,34.046607
2203.0,-117.659159,33.631259
2210.0,-122.412288,37.792949
2220.0,-122.230174,37.840572
2233.0,-118.456016,34.005376
2237.0,-117.995399,33.85197
2240.0,-122.428209,37.765601
2244.0,-122.070618,37.393317
2260.0,-118.373528,34.085095
2262.0,-122.312465,37.83362
2263.0,-118.427158,33.937027
2264.0,-118.434049,34.001089
2266.0,-122.387896,37.643145
2279.0,-118.148547,33.971588
2280.0,-118.175906,33.954787
2281.0,-121.988625,37.35125
2283.0,-122.398212,37.769077
2286.0,-122.411072,37.762052
2287.0,-118.313618,33.952664
2292.0,-118.261085,33.86434
2298.0,-118.546759,34.252834
2302.0,-118.221071,34.111514
2303.0,-118.44128,34.029628
2305.0,-118.098408,33.835274
2310.0,-117.14868,32.77268
2311.0,-118.429823,34.02317
2314.0,-117.77699,33.655396
2320.0,-117.757152,34.078059
2324.0,-122.55477,37.978567
2332.0,-122.179592,37.437892
2333.0,-119.148728,34.146106
2336.0,-118.464595,33.988027
2338.0,-118.105607,33.782965
2339.0,-117.879104,33.64849
2350.0,-122.394526,37.734573
2352.0,-122.137573,37.430938
2353.0,-120.429114,37.363131
2355.0,-117.156702,32.720716
2357.0,-122.406763,37.76846
2358.0,-122.24708,37.813199
2363.0,-121.942232,37.291478
2364.0,-121.940599,37.282576
2365.0,-118.407769,34.036352
2374.0,-122.097546,37.601119
2382.0,-118.414438,34.02051
2383.0,-118.241023,34.098442
2385.0,-118.312816,34.05883
2386.0,-118.260365,34.037187
2388.0,-117.093944,32.733762
2389.0,-118.420441,34.052129
2397.0,-117.840399,33.738797
2404.0,-118.38853,34.039627
2413.0,-117.130634,33.003719
2414.0,-122.404492,37.798447
2415.0,-117.919666,33.823776
2418.0,-121.239153,38.640216
2426.0,-122.100523,37.397774
2429.0,-122.401168,37.775456
2453.0,-118.1932,33.763355
2455.0,-118.09081,34.107349
2459.0,-119.067269,36.10395
2468.0,-122.222783,38.080699
2481.0,-122.422856,37.797764
2482.0,-117.165662,32.72717
2490.0,-122.217782,38.050155
2503.0,-120.657956,35.273489
2505.0,-121.992692,37.340423
2525.0,-122.418686,37.812515
2527.0,-118.328316,34.013198
2536.0,-117.117774,32.794896
2543.0,-117.114897,32.995509
2549.0,-117.117606,32.770977
2557.0,-118.252115,34.022142
2567.0,-118.325363,34.066758
2581.0,-117.107719,32.752108
2582.0,-117.225236,32.827529
2585.0,-117.332187,34.07521
2590.0,-122.426703,37.772539
2599.0,-118.236171,34.010309
2607.0,-121.730311,38.560963
2608.0,-117.942059,33.788091
2613.0,-122.399474,37.766467
2617.0,-118.33556,34.062218
2650.0,-118.352175,33.811997
2660.0,-118.154603,34.116691
2674.0,-122.412639,37.79831
2679.0,-122.41312,37.762623
2687.0,-117.278973,33.942833
2690.0,-117.849743,33.885337
2697.0,-122.138929,37.700017
2719.0,-117.90625,33.628973
2720.0,-122.404503,37.762497
2735.0,-118.20903,33.998471
2742.0,-121.942875,37.26815
2744.0,-117.755828,33.603769
2745.0,-121.366075,38.695016
2746.0,-122.17754,37.814495
2751.0,-117.198398,34.075134
2755.0,-122.417934,37.799276
2761.0,-117.916739,33.801638
2765.0,-121.907674,37.704839
2774.0,-117.979541,33.792867
2776.0,-122.40959,37.76964
2777.0,-116.285218,33.725027
2778.0,-122.553313,37.981814
2779.0,-121.968233,37.307608
2790.0,-121.41,38.591474
2794.0,-117.916503,33.75629
2801.0,-122.343249,37.587161
2811.0,-117.823015,34.046505
2818.0,-117.951879,33.838384
2820.0,-117.983055,33.940445
2828.0,-117.174602,34.045177
2830.0,-118.32145,33.976351
2832.0,-118.359015,33.97869
2838.0,-122.319639,37.593974
2843.0,-121.394302,38.574209
2856.0,-117.158564,32.906238
2863.0,-118.238524,33.872474
2868.0,-118.14354,33.914453
2874.0,-117.263416,33.627932
2879.0,-121.834242,39.736232
2885.0,-121.922993,37.176295
2900.0,-122.128456,37.94194
2910.0,-118.226776,34.123206
2911.0,-117.94593,33.712632
2921.0,-117.159562,32.827933
2926.0,-121.356251,38.672029
2936.0,-117.934974,33.664256
2948.0,-122.027126,37.37
2950.0,-118.348829,33.884248
2956.0,-116.301044,33.721101
2965.0,-118.396278,34.04504
2971.0,-117.932945,33.762291
2974.0,-118.35378,34.065165
2976.0,-122.077318,38.263145
2979.0,-118.572123,34.404601
2980.0,-118.543338,34.417525
2982.0,-118.278323,33.964467
2986.0,-118.098047,33.804297
2997.0,-122.407032,37.775465
3005.0,-118.299211,34.062789
3006.0,-118.369573,34.124806
3019.0,-122.466577,37.766846
3020.0,-121.70197,37.175791
3027.0,-117.717201,33.590715
3034.0,-117.13852,32.978596
3048.0,-118.194086,34.115874
3050.0,-117.923478,33.808937
3063.0,-121.168606,38.675208
3103.0,-118.601541,34.183118
3113.0,-118.40943,34.04895
3126.0,-117.242584,34.054894
3128.0,-121.994011,37.320621
3148.0,-118.396017,34.033051
3149.0,-117.754393,34.061071
3161.0,-117.685299,33.634292
3169.0,-118.004586,34.071943
3172.0,-122.417737,37.769311
3182.0,-118.010378,33.727085
3184.0,-116.253807,33.721248
3187.0,-117.850951,34.01502
3189.0,-121.870691,37.334409
3202.0,-117.950784,33.831795
3208.0,-122.388609,37.72966
3209.0,-120.87454,37.06377
3213.0,-122.390729,37.758537
3215.0,-118.165313,34.093907
3242.0,-121.463259,38.576908
3245.0,-118.334259,33.988787
3246.0,-118.223497,34.086421
3263.0,-122.421389,37.845982
3272.0,-119.052259,35.343089
3277.0,-122.22531,37.785883
3278.0,-117.838237,33.7463
3282.0,-117.664239,34.097944
3285.0,-118.319426,33.942693
3295.0,-121.900343,37.29576
3297.0,-118.126876,33.873727
3303.0,-118.080667,34.10108
3305.0,-122.408471,37.778988
3318.0,-122.299501,37.619421
3330.0,-118.370405,33.988193
3332.0,-122.29342,37.92651
3346.0,-118.176059,33.818536
3358.0,-118.378002,34.11355
3371.0,-122.36283,37.669527
3394.0,-120.648116,35.240939
3413.0,-117.131109,34.049298
3417.0,-117.920466,33.731385
3431.0,-117.658324,34.038946
3452.0,-117.901049,33.760019
3463.0,-122.401881,37.77158
3465.0,-118.22252,33.910489
3470.0,-118.172102,34.110011
3481.0,-117.833663,33.637256
3485.0,-122.4076,37.79383
3488.0,-122.278306,37.881163
3500.0,-122.3905,37.778608
3512.0,-117.787229,34.019865
3518.0,-122.262984,37.815855
3520.0,-122.299707,37.8491
3527.0,-122.437984,37.756888
3528.0,-122.352614,37.792323
3529.0,-122.34257,37.79218
3531.0,-122.401667,37.791636
3532.0,-122.353523,37.813033
3533.0,-122.402985,37.78638
3534.0,-122.406973,37.787225
3535.0,-122.400122,37.774341
3536.0,-122.417103,37.77892
3537.0,-122.405661,37.780604
3538.0,-122.419927,37.781477
3539.0,-122.424555,37.766793
3540.0,-122.404406,37.781415
3541.0,-122.410526,37.803808
3543.0,-122.346852,37.855838
3544.0,-122.417517,37.761748
3545.0,-122.405859,37.783487
3547.0,-122.398474,37.780244
3548.0,-122.57431,38.083755
3554.0,-118.315504,34.037473
3556.0,-122.301714,37.607957
3572.0,-118.323267,34.076969
3585.0,-118.590532,34.170316
3602.0,-122.406224,37.760204
3632.0,-118.356274,34.073039
3641.0,-118.072521,34.077446
3642.0,-122.423041,37.785775
3645.0,-122.420563,37.713075
3656.0,-117.103318,32.823105
3669.0,-122.414299,37.780589
3705.0,-121.713769,37.145359
3708.0,-122.39135,37.760872
3740.0,-118.346554,34.022439
3752.0,-122.301477,37.559067
3768.0,-122.298983,38.297793
3774.0,-122.401076,37.767439
3784.0,-120.989374,37.672087
3807.0,-122.407533,37.787954
3832.0,-122.438174,37.764345
3854.0,-118.348865,34.091354
3862.0,-117.15275,32.857793
3890.0,-122.260255,37.824116
3934.0,-122.249285,38.129464
3955.0,-118.32189,34.037699
3959.0,-117.115207,33.289031
3966.0,-122.432808,37.782949
3970.0,-122.384744,37.799662
3995.0,-118.357386,34.065378
3996.0,-122.37549,37.775306
4009.0,-118.382316,33.934912
4020.0,-122.413296,37.777237
4025.0,-122.447618,37.736166
4031.0,-118.347689,34.062839
4033.0,-122.236053,37.626013
4047.0,-122.041428,37.94353
4063.0,-117.964165,33.806095
4068.0,-122.253774,37.468719
4093.0,-122.109922,37.424667
4100.0,-122.416051,37.768232
4107.0,-122.404766,37.777097
4109.0,-118.60354,34.381929
4111.0,-117.723819,33.628748
4118.0,-121.389849,38.429911
4125.0,-121.47504,38.577742
4126.0,-122.317732,37.565245
4137.0,-122.332326,37.814413
4178.0,-118.459079,34.015037
4179.0,-122.426582,37.750394
4182.0,-122.70519,38.414744
4193.0,-118.455084,34.023313
4215.0,-117.26474,33.068669
4221.0,-118.312527,34.026241
4223.0,-122.407905,37.775769
4224.0,-122.434049,37.762564
4227.0,-122.430635,37.774158
4228.0,-118.446458,34.155246
4231.0,-122.311396,37.786864
4232.0,-122.063387,37.395252
4234.0,-122.424091,37.773166
4235.0,-122.436802,37.773157
4236.0,-122.414551,37.729016
4237.0,-122.428424,37.773523
4240.0,-122.007927,37.324919
4242.0,-121.995677,37.369678
4244.0,-122.425099,37.775431
4246.0,-122.026669,37.409122
4247.0,-122.408134,37.760834
4248.0,-122.400442,37.771932
4250.0,-122.000016,37.393608
4251.0,-122.4127,37.775767
4252.0,-122.441027,37.772221
4253.0,-122.4029,37.775658
4254.0,-122.419184,37.769486
4255.0,-122.430369,37.771718
4256.0,-122.091005,37.400312
4257.0,-118.013227,33.790949
4259.0,-122.428228,37.756419
4260.0,-122.422457,37.76689
4261.0,-122.411611,37.797758
4264.0,-122.41583,37.779538
4265.0,-122.409961,37.768153
4267.0,-122.025533,37.417891
4268.0,-122.412045,37.773464
4296.0,-122.393187,37.78183
4302.0,-122.407539,37.776962
4311.0,-118.278031,34.076464
4314.0,-121.950047,37.337671
4324.0,-122.085819,37.42109
4326.0,-122.073039,37.392539
4330.0,-122.144718,37.43119
4335.0,-122.421982,37.769308
4340.0,-122.134417,37.426637
4343.0,-122.12897,37.429493
4345.0,-121.97847,37.360602
4346.0,-122.233491,37.845219
4351.0,-122.531981,37.917618
4352.0,-122.400914,37.768906
4353.0,-122.422462,37.766308
4354.0,-122.076241,37.401968
4357.0,-122.409032,37.77582
4358.0,-122.392908,37.795063
4361.0,-122.392096,37.745612
4362.0,-122.393606,37.747589
4366.0,-122.369918,37.681458
4368.0,-122.408953,37.76978
4370.0,-118.415626,34.026476
4371.0,-122.394548,37.784079
4373.0,-122.421256,37.794371
4375.0,-122.416612,37.763978
4376.0,-122.449493,37.791988
4378.0,-122.16268,37.434418
4379.0,-117.228245,32.816146
4380.0,-122.431307,37.732255
4382.0,-122.402553,37.74822
4383.0,-122.431687,37.757509
4385.0,-122.214908,37.425677
4386.0,-122.392982,37.738014
4388.0,-122.080672,37.393005
4389.0,-122.408119,37.775759
4391.0,-122.376212,37.690776
4392.0,-121.980311,37.32404
4393.0,-118.16414,34.106875
4396.0,-122.153652,37.426643
4397.0,-122.394403,37.794032
4399.0,-122.406988,37.757204
4401.0,-122.423743,37.766043
4403.0,-122.139931,37.417773
4407.0,-122.425991,37.762877
4409.0,-122.417939,37.762668
4415.0,-122.359998,37.624392
4417.0,-117.904,33.767883
4420.0,-122.370138,37.81201
4421.0,-122.190023,37.442153
4424.0,-122.404933,37.733171
4425.0,-122.335036,37.80708
4430.0,-122.374291,37.79004
4431.0,-122.159898,37.436722
4434.0,-122.049612,37.383786
4436.0,-122.403156,37.795364
4439.0,-122.424784,37.755569
4440.0,-122.112302,37.454016
4442.0,-122.403301,37.786987
4444.0,-122.438815,37.780123
4445.0,-122.160064,37.425969
4449.0,-122.166548,37.431474
4450.0,-122.16501,37.362359
4453.0,-122.102389,37.341546
4456.0,-122.424653,37.787419
4458.0,-122.398192,37.742252
4459.0,-122.13366,37.372446
4460.0,-122.021076,37.333418
4464.0,-122.161531,37.44382
4465.0,-118.314994,34.056421
4466.0,-122.430517,37.776187
4467.0,-122.41219,37.763171
4472.0,-122.403188,37.783645
4473.0,-122.145018,37.415333
4475.0,-121.951801,37.334146
4476.0,-122.429667,37.766183
4478.0,-122.331736,37.800848
4480.0,-122.407303,37.78147
4481.0,-122.351975,37.819625
4482.0,-123.005554,38.502421
4483.0,-122.408865,37.707656
4489.0,-121.838059,37.217751
4490.0,-117.931395,33.721574
4514.0,-117.16809,32.737348
4522.0,-122.40789,37.781643
4523.0,-122.408778,37.752382
4530.0,-117.114354,32.894208
4538.0,-118.214952,34.121116
4542.0,-117.21377,32.898429
4547.0,-117.149973,33.549003
4551.0,-117.1857,32.812606
4554.0,-118.258973,33.993047
4560.0,-122.402297,37.760729
4564.0,-117.721368,33.621648
4568.0,-117.228663,33.04541
4597.0,-117.290838,33.115282
4610.0,-117.25073,33.044826
4612.0,-122.435353,37.966358
4614.0,-117.285966,33.027416
4618.0,-119.718748,34.427474
4621.0,-122.406133,37.77461
4624.0,-122.432703,37.769587
4639.0,-118.376235,34.036737
4640.0,-122.410106,37.763441
4645.0,-122.233654,37.831204
4669.0,-122.165081,37.759194
4680.0,-122.418296,37.776022
4693.0,-122.407276,37.797522
4716.0,-122.139606,37.429579
4729.0,-122.39715,37.766611
4738.0,-122.020421,37.281668
4740.0,-122.165858,37.450091
4748.0,-121.905101,37.409619
4750.0,-117.793895,33.670669
4757.0,-117.167664,33.682941
4758.0,-117.920064,33.811863
4765.0,-117.926876,33.731718
4769.0,-117.963789,33.668617
4774.0,-122.371267,37.780619
4775.0,-122.268444,37.820818
4779.0,-122.091149,37.393894
4791.0,-122.419595,37.791626
4798.0,-122.405778,37.783997
4800.0,-117.956682,33.72833
4805.0,-117.149403,33.025569
4809.0,-118.427618,34.128536
4815.0,-122.405133,37.718414
4820.0,-118.067894,33.80293
4821.0,-118.255137,34.059094
4824.0,-122.426479,37.762062
4828.0,-122.380415,37.784958
4829.0,-122.035186,37.807943
4847.0,-117.155253,32.722259
4855.0,-122.387594,37.770997
4857.0,-118.378002,33.849405
4860.0,-118.03096,33.768239
4871.0,-122.420656,37.777111
4872.0,-117.834606,33.663925
4877.0,-117.788853,33.674132
4891.0,-122.397639,37.787517
4892.0,-117.234566,32.749984
4901.0,-122.409181,37.784956
4903.0,-122.105808,37.382766
4905.0,-122.295416,37.826637
4906.0,-118.029528,33.827943
4908.0,-122.41732,37.772783
4911.0,-122.121263,37.428489
4914.0,-118.321311,34.152359
4915.0,-118.359545,34.057136
4919.0,-117.190011,33.659631
4926.0,-121.452542,38.604233
4936.0,-122.437352,37.771004
4951.0,-118.332815,34.119002
4999.0,-122.443944,37.785874
5000.0,-121.894922,36.950386
5007.0,-121.966811,37.726215
5047.0,-122.411324,37.776748
5048.0,-122.429065,37.766826
5050.0,-122.405423,37.765489
5051.0,-122.416327,37.764614
5055.0,-122.256015,37.802015
5059.0,-121.983034,37.329113
5060.0,-122.28767,37.809038
5062.0,-122.26557,37.800644
5063.0,-122.396052,37.762556
5067.0,-122.339937,37.779126
5070.0,-122.020436,37.367407
5071.0,-122.125546,37.429564
5072.0,-122.405835,37.768502
5073.0,-122.174779,37.441653
5074.0,-121.999303,37.221254
5076.0,-122.068756,37.380041
5078.0,-122.287156,37.54807
5080.0,-118.394864,34.070442
5083.0,-122.147457,37.420574
5084.0,-122.405438,37.773924
5085.0,-122.44564,37.76127
5086.0,-122.130845,37.419509
5087.0,-122.322814,37.564852
5088.0,-122.129237,37.286608
5089.0,-122.419238,37.771052
5091.0,-121.989988,37.339275
5092.0,-122.42148,37.769553
5093.0,-122.059922,37.37984
5097.0,-122.119342,37.3834
5098.0,-122.353918,37.660038
5099.0,-122.073726,37.355832
5100.0,-122.410973,37.762502
5101.0,-122.415219,37.770778
5102.0,-122.151289,37.418793
5103.0,-122.384936,37.799399
5109.0,-122.402168,37.757334
5110.0,-121.988681,37.316575
5111.0,-122.091874,37.378823
5112.0,-122.098255,37.411138
5114.0,-122.401394,37.760223
5115.0,-121.907053,37.347386
5116.0,-122.161917,37.423365
5118.0,-122.15112,37.427345
5169.0,-118.118694,34.064908
5217.0,-121.910267,37.343536
5223.0,-122.171623,37.861446
5224.0,-122.404036,37.787042
5232.0,-121.962984,37.305349
5247.0,-122.018926,37.356783
5257.0,-121.888549,37.251422
5282.0,-122.211247,37.844743
5284.0,-122.391492,37.782621
5286.0,-122.398531,37.780851
5287.0,-122.409287,37.708823
5288.0,-122.413439,37.776656
5289.0,-122.417217,37.784254
5290.0,-122.403541,37.785551
5291.0,-122.396841,37.773904
5292.0,-122.37166,37.771065
5295.0,-122.390899,37.620945
5296.0,-122.407057,37.774808
5299.0,-122.417238,37.760619
5301.0,-122.402264,37.786202
5304.0,-122.418216,37.764354
5305.0,-122.424736,37.761507
5308.0,-122.412803,37.75629
5311.0,-122.404434,37.750982
5312.0,-120.182379,39.313179
5313.0,-122.138482,37.431926
5314.0,-122.419066,37.804675
