node_id,lat_pos,lon_pos
155.0,-122.918243,41.972836
156.0,-122.926308,41.954723
157.0,-122.93232,41.947052
158.0,-122.932083,41.941559
159.0,-122.926231,41.935226
160.0,-122.926529,41.931999
161.0,-122.92067,41.931862
162.0,-122.916817,41.933449
163.0,-122.910919,41.932854
164.0,-122.904121,41.926346
165.0,-122.904388,41.923668
166.0,-122.904739,41.920116
167.0,-122.909721,41.911354
168.0,-122.916946,41.906597
169.0,-122.92202,41.908157
170.0,-122.92588,41.912991
171.0,-122.931923,41.90876
172.0,-122.937721,41.911423
173.0,-122.943817,41.926456
174.0,-122.952744,41.932621
175.0,-122.967339,41.937092
176.0,-122.974312,41.936016
177.0,-122.984459,41.929718
178.0,-122.990883,41.935558
179.0,-122.996452,41.945114
180.0,-123.001518,41.943455
181.0,-123.007004,41.933506
182.0,-123.007507,41.932568
183.0,-123.030457,41.915916
184.0,-123.031761,41.910564
185.0,-123.030281,41.901928
186.0,-123.035263,41.899357
187.0,-123.045311,41.90453
188.0,-123.049553,41.900848
189.0,-123.02861,41.851543
190.0,-123.017464,41.844593
191.0,-123.010674,41.841942
192.0,-123.005638,41.839977
193.0,-122.991951,41.826645
194.0,-122.988251,41.825802
195.0,-122.961807,41.841034
196.0,-122.941643,41.848343
197.0,-122.908836,41.855423
198.0,-122.88781,41.857262
199.0,-122.865646,41.856865
200.0,-122.843086,41.852356
201.0,-122.835358,41.853676
202.0,-122.826477,41.868168
203.0,-122.816803,41.87603
204.0,-124.198723,42.005322
205.0,-124.193527,41.973801
206.0,-124.196564,41.963032
207.0,-124.195229,41.959675
208.0,-124.193336,41.958336
209.0,-124.180748,41.949379
210.0,-124.158928,41.942097
211.0,-124.142464,41.938362
212.0,-124.133904,41.933643
213.0,-124.129044,41.923855
214.0,-124.127319,41.906742
215.0,-124.130241,41.889782
216.0,-124.13765,41.874363
217.0,-124.138832,41.861244
218.0,-124.14254,41.820175
219.0,-124.150871,41.80315
220.0,-123.531036,42.011051
221.0,-123.530937,42.00502
222.0,-123.519829,41.99926
223.0,-123.519707,41.989628
224.0,-123.50618,41.978504
225.0,-123.4953,41.974796
226.0,-123.489502,41.967922
227.0,-123.486816,41.964745
228.0,-123.48494,41.944427
229.0,-123.487267,41.940384
230.0,-123.486343,41.937458
231.0,-123.475594,41.937645
232.0,-123.455261,41.923252
233.0,-123.443741,41.919117
234.0,-123.427353,41.898289
235.0,-123.400017,41.878563
236.0,-123.398773,41.875435
237.0,-123.396683,41.87027
238.0,-123.386581,41.864902
239.0,-123.378448,41.849087
240.0,-123.375847,41.836155
241.0,-123.376793,41.801445
242.0,-124.130623,41.812347
243.0,-124.12014,41.812119
244.0,-124.107498,41.819614
245.0,-124.085083,41.817184
246.0,-124.075661,41.812977
247.0,-124.06897,41.803082
248.0,-124.06044,41.801113
249.0,-124.056252,41.802074
250.0,-124.043533,41.816914
251.0,-124.033043,41.840046
252.0,-124.030327,41.846027
253.0,-124.019173,41.850655
254.0,-123.001801,41.82
255.0,-123.014038,41.797977
256.0,-123.027328,41.789665
257.0,-123.033409,41.789093
258.0,-122.039787,41.788746
259.0,-122.03595,41.791595
260.0,-122.006668,41.830334
261.0,-121.996674,41.850285
262.0,-121.97081,41.890228
263.0,-121.963158,41.900379
264.0,-121.946999,41.921818
265.0,-121.918793,41.967587
266.0,-123.052223,41.786892
267.0,-123.084938,41.806847
268.0,-123.09343,41.814854
269.0,-123.111557,41.814976
270.0,-123.120483,41.818138
271.0,-123.16217,41.841236
272.0,-123.173973,41.846066
273.0,-123.176933,41.847275
274.0,-123.188042,41.853752
275.0,-123.206093,41.855927
276.0,-123.22023,41.867737
277.0,-123.239319,41.873978
278.0,-123.246193,41.877941
279.0,-123.260979,41.875248
280.0,-123.269852,41.880699
281.0,-123.290482,41.883858
282.0,-123.298637,41.882465
283.0,-123.307953,41.871593
284.0,-123.308678,41.86673
285.0,-123.308098,41.865299
286.0,-123.301613,41.849239
287.0,-123.300758,41.84103
288.0,-123.309372,41.823544
289.0,-123.313759,41.818466
290.0,-123.323196,41.817684
291.0,-123.33194,41.807301
292.0,-123.335983,41.807751
293.0,-123.341873,41.817043
294.0,-123.349083,41.821213
295.0,-123.35778,41.819321
296.0,-123.370872,41.803631
297.0,-122.043159,41.785984
298.0,-121.897881,41.967625
299.0,-121.868973,41.95266
300.0,-121.833153,41.939377
301.0,-121.806,41.922943
302.0,-121.797577,41.921486
303.0,-121.775772,41.925438
304.0,-121.772537,41.923519
305.0,-121.776733,41.910576
306.0,-121.779694,41.901424
307.0,-121.777847,41.88615
308.0,-121.768806,41.872799
309.0,-121.754356,41.861061
310.0,-121.733963,41.816811
311.0,-121.732521,41.810226
312.0,-121.734383,41.802582
313.0,-121.740173,41.794785
314.0,-121.745461,41.787651
315.0,-121.750641,41.773941
316.0,-124.148651,41.871109
317.0,-124.158913,41.840797
318.0,-124.159027,41.823792
319.0,-124.161003,41.816998
320.0,-124.168648,41.80891
321.0,-124.194763,41.788109
322.0,-124.196182,41.771416
323.0,-124.155693,41.795528
324.0,-124.188248,41.768291
325.0,-121.763817,41.779503
326.0,-121.803207,41.777287
327.0,-121.84935,41.771542
328.0,-121.889122,41.77042
329.0,-121.911873,41.767319
330.0,-121.915749,41.767513
331.0,-121.92141,41.767799
332.0,-121.938026,41.775974
333.0,-121.956573,41.773972
334.0,-121.963501,41.776173
335.0,-121.976784,41.784725
336.0,-122.03241,41.78603
337.0,-124.190178,41.766754
338.0,-124.178383,41.75943
339.0,-122.583397,41.828518
340.0,-122.585564,41.818771
341.0,-122.593651,41.803444
342.0,-122.598457,41.799065
343.0,-122.590553,41.789845
344.0,-122.593941,41.783474
345.0,-122.619057,41.763359
346.0,-122.625313,41.746933
347.0,-122.620773,41.745617
348.0,-122.585289,41.766266
349.0,-122.580109,41.776627
350.0,-122.578087,41.804482
351.0,-122.570587,41.81955
352.0,-122.571358,41.841068
353.0,-122.622833,41.744583
354.0,-122.617889,41.740967
355.0,-120.286339,42.002735
356.0,-120.294907,41.980164
357.0,-120.312172,41.942757
358.0,-120.334343,41.894653
359.0,-120.337852,41.880802
360.0,-120.350693,41.852917
361.0,-120.343857,41.835041
362.0,-120.343658,41.826115
363.0,-120.34594,41.822639
364.0,-120.366508,41.791271
365.0,-120.364639,41.740494
366.0,-120.496277,42.003895
367.0,-120.49646,41.99929
368.0,-120.497673,41.967964
369.0,-120.504066,41.946224
370.0,-120.50856,41.944244
371.0,-120.510887,41.936836
372.0,-120.507683,41.929386
373.0,-120.509506,41.913521
374.0,-120.501083,41.885399
375.0,-120.495087,41.878559
376.0,-120.490547,41.873379
377.0,-120.478409,41.86507
378.0,-120.472794,41.832047
379.0,-120.472816,41.822197
380.0,-120.467377,41.802452
381.0,-120.459618,41.795605
382.0,-120.44384,41.762608
383.0,-120.441833,41.758396
384.0,-120.433372,41.755234
385.0,-120.425636,41.743347
386.0,-120.398247,41.740791
387.0,-122.63102,41.728477
388.0,-121.515419,41.726101
389.0,-121.521042,41.735718
390.0,-121.542641,41.753822
391.0,-121.547729,41.76025
392.0,-121.552223,41.779083
393.0,-121.559647,41.784035
394.0,-121.558701,41.791641
395.0,-121.55323,41.80035
396.0,-121.547462,41.825348
397.0,-121.549362,41.839657
398.0,-121.554657,41.879585
399.0,-121.559761,41.902058
400.0,-121.561363,41.931095
401.0,-121.558273,41.947041
402.0,-121.560204,41.964149
403.0,-121.560066,41.964714
404.0,-121.556717,41.978966
405.0,-121.55098,41.988377
406.0,-121.552673,42.006229
407.0,-122.612297,41.736877
408.0,-122.595703,41.736366
409.0,-122.567337,41.728207
410.0,-122.534363,41.726242
411.0,-122.526543,41.724583
412.0,-122.516121,41.731308
413.0,-122.45784,41.730339
414.0,-122.373962,41.728886
415.0,-122.36058,41.733456
416.0,-122.329536,41.749905
417.0,-122.300583,41.759171
418.0,-122.297333,41.760212
419.0,-122.284126,41.759945
420.0,-122.253052,41.75528
421.0,-122.212921,41.7593
422.0,-122.183937,41.757492
423.0,-122.17263,41.754372
424.0,-122.161743,41.748936
425.0,-122.152481,41.748234
426.0,-122.137337,41.751308
427.0,-122.121437,41.754536
428.0,-122.116928,41.759106
429.0,-122.112183,41.775379
430.0,-122.10379,41.770508
431.0,-122.098618,41.770981
432.0,-122.098152,41.779945
433.0,-122.092659,41.783875
434.0,-122.086319,41.785091
435.0,-120.953568,41.843918
436.0,-120.981354,41.841969
437.0,-120.993637,41.837612
438.0,-121.02021,41.822182
439.0,-121.062317,41.823566
440.0,-121.07402,41.833202
441.0,-121.09108,41.831406
442.0,-121.092987,41.830429
443.0,-121.103233,41.825211
444.0,-121.112183,41.812721
445.0,-121.126083,41.805313
446.0,-121.143417,41.798916
447.0,-121.152679,41.799702
448.0,-121.16217,41.803913
449.0,-121.180687,41.788067
450.0,-121.189262,41.783607
451.0,-121.212334,41.762997
452.0,-121.215424,41.759426
453.0,-121.219704,41.754459
454.0,-121.235863,41.744652
455.0,-121.254387,41.73819
456.0,-121.270393,41.72197
457.0,-121.274849,41.720188
458.0,-121.502983,42.005657
459.0,-121.463493,41.966152
460.0,-121.423302,41.930233
461.0,-121.396309,41.913357
462.0,-121.311279,41.860096
463.0,-121.301498,41.847889
464.0,-121.298126,41.835194
465.0,-121.298393,41.819431
466.0,-121.298653,41.804008
467.0,-121.29483,41.751003
468.0,-121.290779,41.741543
469.0,-122.63343,41.720177
470.0,-122.632973,41.711945
471.0,-124.142677,41.740116
472.0,-124.124542,41.721794
473.0,-124.119041,41.71159
474.0,-124.111076,41.70385
475.0,-124.100487,41.699951
476.0,-124.099953,41.695396
477.0,-124.1064,41.687618
478.0,-121.276741,41.716675
479.0,-121.274773,41.706215
480.0,-121.238953,41.660023
481.0,-124.108063,41.65995
482.0,-120.030167,42.002838
483.0,-120.030792,42.001999
484.0,-120.020866,41.988544
485.0,-120.018967,41.98127
486.0,-120.025528,41.965511
487.0,-120.037666,41.956692
488.0,-120.044777,41.953781
489.0,-120.047287,41.952751
490.0,-120.065224,41.937122
491.0,-120.070709,41.924595
492.0,-120.068558,41.91275
493.0,-120.063179,41.903748
494.0,-120.066544,41.897469
495.0,-120.101753,41.895985
496.0,-120.103851,41.889282
497.0,-120.11969,41.892712
498.0,-120.129173,41.891972
499.0,-120.131203,41.883366
500.0,-120.133423,41.873985
501.0,-120.142578,41.873028
502.0,-120.147591,41.857765
503.0,-120.155197,41.856625
504.0,-120.160507,41.852802
505.0,-120.168167,41.829674
506.0,-120.166199,41.815765
507.0,-120.167267,41.801533
508.0,-120.179047,41.772514
509.0,-120.180527,41.768848
510.0,-120.191597,41.730049
511.0,-120.208328,41.699776
512.0,-120.213463,41.664585
513.0,-120.210983,41.658478
514.0,-120.201599,41.655144
515.0,-120.198517,41.654049
516.0,-122.624184,41.696579
517.0,-122.61657,41.687344
518.0,-122.600853,41.676468
519.0,-122.580116,41.667686
520.0,-122.541359,41.659145
521.0,-122.537163,41.656841
522.0,-122.535881,41.653244
523.0,-121.248459,41.654797
524.0,-121.259933,41.652737
525.0,-121.267326,41.653358
526.0,-121.278633,41.657486
527.0,-121.294823,41.657066
528.0,-121.321098,41.673645
529.0,-121.348938,41.681908
530.0,-121.362373,41.681362
531.0,-121.375122,41.6758
532.0,-121.387497,41.677582
533.0,-121.390503,41.677544
534.0,-121.412262,41.67725
535.0,-121.41967,41.673962
536.0,-121.425537,41.674637
537.0,-121.432228,41.682381
538.0,-121.440689,41.69738
539.0,-121.470451,41.710575
540.0,-121.487602,41.714668
541.0,-121.500687,41.72168
542.0,-122.53019,41.654221
543.0,-122.525833,41.651558
544.0,-124.101967,41.627724
545.0,-122.661491,41.689342
546.0,-122.673889,41.68433
547.0,-122.684563,41.683765
548.0,-122.690247,41.675896
549.0,-122.693604,41.675716
550.0,-122.712189,41.687576
551.0,-122.724564,41.675907
552.0,-122.741089,41.653236
553.0,-122.74202,41.647594
554.0,-122.742844,41.64259
555.0,-122.765312,41.631065
556.0,-122.781433,41.629967
557.0,-122.807213,41.630642
558.0,-122.817223,41.632851
559.0,-122.825363,41.628281
560.0,-122.838417,41.613045
561.0,-122.853981,41.626724
562.0,-122.858932,41.633564
563.0,-122.88237,41.635265
564.0,-122.913483,41.649612
565.0,-122.92321,41.648849
566.0,-122.940224,41.641254
567.0,-122.947952,41.641975
568.0,-122.963181,41.647324
569.0,-122.982178,41.649422
570.0,-122.999107,41.651291
571.0,-123.013947,41.655735
572.0,-123.045914,41.65073
573.0,-123.074493,41.642464
574.0,-123.091743,41.640343
575.0,-123.100052,41.640789
576.0,-123.11087,41.64476
577.0,-123.112534,41.669937
578.0,-123.112556,41.670593
579.0,-123.108276,41.682766
580.0,-123.097511,41.69141
581.0,-123.07093,41.701401
582.0,-123.028816,41.709507
583.0,-123.01796,41.717457
584.0,-123.006752,41.731159
585.0,-123.003952,41.740036
586.0,-123.005142,41.749378
587.0,-123.005402,41.751427
588.0,-123.015862,41.767132
589.0,-123.031708,41.78437
590.0,-122.84021,41.610958
591.0,-122.839188,41.609867
592.0,-121.900482,41.594322
593.0,-121.89061,41.600735
594.0,-121.877327,41.602947
595.0,-121.875214,41.606941
596.0,-121.880829,41.623413
597.0,-121.880463,41.630077
598.0,-121.87751,41.635258
599.0,-121.857552,41.641895
600.0,-121.839561,41.650272
601.0,-121.832787,41.649891
602.0,-121.82251,41.643711
603.0,-121.789993,41.638092
604.0,-121.787758,41.637707
605.0,-121.772713,41.637005
606.0,-121.770348,41.645821
607.0,-121.747177,41.654644
608.0,-121.724243,41.654743
609.0,-121.707413,41.666485
610.0,-121.698418,41.668945
611.0,-121.692307,41.668983
612.0,-121.67643,41.661659
613.0,-121.671227,41.661655
614.0,-121.662773,41.674858
615.0,-121.657013,41.678505
616.0,-121.620438,41.685635
617.0,-121.608208,41.685932
618.0,-121.598549,41.679703
619.0,-121.559059,41.683689
620.0,-121.553307,41.680496
621.0,-121.546013,41.681263
622.0,-121.538986,41.685459
623.0,-121.536911,41.690357
624.0,-121.537933,41.699711
625.0,-121.529373,41.703968
626.0,-121.524162,41.712227
627.0,-121.751793,41.77087
628.0,-121.761047,41.763813
629.0,-121.771187,41.76038
630.0,-121.784439,41.745808
631.0,-121.809387,41.728188
632.0,-121.835373,41.719913
633.0,-121.862793,41.702854
634.0,-121.876923,41.695793
635.0,-121.877724,41.695717
636.0,-121.900017,41.693592
637.0,-121.906181,41.690331
638.0,-121.913551,41.683117
639.0,-121.918541,41.673031
640.0,-121.921333,41.658463
641.0,-121.91684,41.614891
642.0,-121.903679,41.596012
643.0,-123.376183,41.795742
644.0,-123.385422,41.793129
645.0,-123.395027,41.785213
646.0,-123.404678,41.757557
647.0,-123.41127,41.750282
648.0,-123.438187,41.737888
649.0,-123.446922,41.727726
650.0,-123.448883,41.720264
651.0,-123.447289,41.708195
652.0,-123.444504,41.699226
653.0,-123.443077,41.694675
654.0,-123.437698,41.684441
655.0,-123.440208,41.679241
656.0,-123.457329,41.670181
657.0,-123.462639,41.662518
658.0,-123.464577,41.634857
659.0,-123.468361,41.630039
660.0,-123.489143,41.626724
661.0,-123.494431,41.621811
662.0,-123.500053,41.611374
663.0,-123.513443,41.602333
664.0,-123.51461,41.601543
665.0,-123.523277,41.591145
666.0,-123.518356,41.570435
667.0,-119.994759,41.567501
668.0,-120.0,41.565628
669.0,-120.369057,41.696152
670.0,-120.404297,41.622433
671.0,-120.404953,41.619404
672.0,-120.408386,41.603069
673.0,-120.424667,41.588573
674.0,-120.432999,41.563572
675.0,-124.090912,41.618362
676.0,-124.088257,41.611416
677.0,-124.088753,41.602428
678.0,-124.08036,41.591038
679.0,-124.060417,41.577652
680.0,-124.054207,41.566349
681.0,-124.047592,41.562187
682.0,-122.231903,41.545959
683.0,-122.227783,41.546043
684.0,-122.219177,41.556095
685.0,-122.198914,41.57267
686.0,-122.192253,41.580559
687.0,-122.189041,41.589424
688.0,-122.196609,41.613361
689.0,-122.192093,41.642467
690.0,-122.184082,41.649044
691.0,-122.177551,41.651424
692.0,-122.175537,41.651691
693.0,-122.147888,41.655373
694.0,-122.130661,41.654366
695.0,-122.082939,41.680027
696.0,-122.042091,41.696857
697.0,-122.038467,41.701153
698.0,-122.03788,41.708744
699.0,-122.058456,41.756607
700.0,-122.059334,41.76688
701.0,-122.521049,41.65469
702.0,-122.48439,41.655655
703.0,-122.470573,41.651772
704.0,-122.455078,41.649811
705.0,-122.440239,41.644833
706.0,-122.429337,41.64286
707.0,-122.421944,41.635441
708.0,-122.412354,41.630878
709.0,-122.384277,41.631836
710.0,-122.371277,41.630196
711.0,-122.36998,41.629177
712.0,-122.348244,41.612087
713.0,-122.334579,41.606346
714.0,-122.301308,41.600204
715.0,-122.284378,41.592098
716.0,-122.253502,41.571152
717.0,-122.23893,41.55632
718.0,-122.234383,41.551682
719.0,-122.234001,41.547344
720.0,-120.006493,41.563305
721.0,-120.024406,41.56142
722.0,-120.058411,41.551968
723.0,-120.097527,41.547161
724.0,-120.120407,41.541218
725.0,-120.130653,41.541096
726.0,-120.163162,41.540703
727.0,-120.165627,41.547886
728.0,-120.163841,41.588692
729.0,-120.168282,41.603214
730.0,-120.172653,41.610638
731.0,-120.174316,41.630508
732.0,-120.171753,41.645237
733.0,-120.173347,41.652287
734.0,-120.176537,41.654709
735.0,-120.18885,41.654339
736.0,-120.202713,41.545162
737.0,-120.219383,41.548546
738.0,-120.230904,41.552773
739.0,-120.253708,41.567871
740.0,-120.26712,41.572952
741.0,-120.306686,41.570805
742.0,-120.314987,41.57169
743.0,-120.318802,41.570705
744.0,-120.332153,41.567257
745.0,-120.353241,41.567734
746.0,-120.375526,41.573208
747.0,-120.400017,41.574257
748.0,-120.411873,41.573189
749.0,-120.428093,41.563274
750.0,-124.044434,41.55344
751.0,-124.02253,41.530991
752.0,-123.530487,41.558575
753.0,-123.538971,41.535107
754.0,-123.540901,41.533154
755.0,-123.551079,41.531155
756.0,-123.556824,41.527592
757.0,-123.572884,41.529133
758.0,-123.579376,41.532639
759.0,-123.586563,41.548035
760.0,-123.593948,41.554008
761.0,-123.611008,41.558929
762.0,-123.999687,41.534546
763.0,-123.986313,41.529907
764.0,-123.969841,41.533043
765.0,-123.964851,41.540253
766.0,-123.957603,41.538425
767.0,-123.952843,41.528862
768.0,-123.944763,41.527779
769.0,-123.935371,41.531368
770.0,-123.922363,41.529911
771.0,-123.915916,41.535149
772.0,-123.90593,41.557602
773.0,-123.902023,41.555557
774.0,-123.901466,41.553532
775.0,-123.897827,41.540215
776.0,-123.88929,41.529739
777.0,-123.87986,41.524834
778.0,-123.869148,41.52483
779.0,-123.860168,41.529308
780.0,-123.84552,41.548607
781.0,-123.834671,41.5555
782.0,-123.832947,41.570072
783.0,-123.83638,41.576054
784.0,-123.857338,41.590214
785.0,-123.865891,41.595985
786.0,-123.867104,41.601189
787.0,-123.857986,41.631618
788.0,-123.881058,41.659306
789.0,-123.888046,41.674934
790.0,-123.906563,41.686607
791.0,-123.906799,41.691414
792.0,-123.899696,41.693707
793.0,-123.897171,41.695839
794.0,-123.894096,41.698425
795.0,-123.888031,41.717873
796.0,-123.887192,41.734692
797.0,-123.873497,41.743832
798.0,-123.872391,41.750332
799.0,-123.878059,41.759613
800.0,-123.878632,41.767384
801.0,-123.875717,41.77951
802.0,-123.867561,41.794266
803.0,-123.859703,41.800739
804.0,-123.859177,41.811008
805.0,-123.85894,41.815712
806.0,-123.856956,41.819969
807.0,-123.858513,41.82814
808.0,-123.864571,41.832806
809.0,-123.88578,41.838116
810.0,-123.89698,41.839237
811.0,-123.934563,41.831776
812.0,-123.957611,41.836956
813.0,-123.979683,41.833694
814.0,-123.996788,41.834946
815.0,-123.997978,41.835033
816.0,-124.00415,41.837849
817.0,-122.533463,41.646484
818.0,-122.523933,41.632755
819.0,-122.524773,41.568504
820.0,-122.519188,41.529644
821.0,-122.518044,41.521614
822.0,-120.434303,41.559639
823.0,-120.453072,41.5359
824.0,-120.479187,41.523365
825.0,-120.528503,41.505951
826.0,-120.612389,41.505306
827.0,-120.623329,41.515091
828.0,-120.636101,41.534348
829.0,-120.64679,41.544518
830.0,-120.662727,41.555645
831.0,-120.683167,41.575092
832.0,-120.687103,41.589153
833.0,-120.696663,41.611073
834.0,-120.697433,41.612843
835.0,-120.693283,41.624897
836.0,-120.702599,41.68618
837.0,-120.706833,41.690384
838.0,-120.721321,41.69698
839.0,-120.739113,41.716969
840.0,-120.741943,41.724506
841.0,-120.747192,41.738445
842.0,-120.747658,41.765224
843.0,-120.755653,41.780293
844.0,-120.750252,41.796745
845.0,-120.604393,41.509785
846.0,-120.590698,41.51025
847.0,-120.563202,41.504539
848.0,-120.540581,41.503696
849.0,-120.53756,41.501057
850.0,-120.533363,41.497375
851.0,-120.531723,41.503532
852.0,-120.53125,41.495533
853.0,-120.537086,41.492104
854.0,-120.521622,41.488621
855.0,-124.02079,41.529037
856.0,-124.024117,41.520782
857.0,-124.043839,41.500893
858.0,-124.047333,41.491478
859.0,-124.039833,41.479568
860.0,-124.040367,41.471035
861.0,-122.856247,41.59013
862.0,-122.898323,41.554104
863.0,-122.902901,41.525867
864.0,-122.901718,41.499916
865.0,-122.901573,41.496578
866.0,-122.892433,41.481255
867.0,-122.892662,41.470692
868.0,-122.520126,41.648087
869.0,-122.50309,41.62236
870.0,-122.469017,41.543846
871.0,-122.467819,41.534893
872.0,-122.465309,41.516293
873.0,-122.451843,41.485565
874.0,-122.442413,41.469078
875.0,-122.51738,41.51775
876.0,-122.504807,41.500511
877.0,-122.497292,41.495163
878.0,-122.461693,41.476353
879.0,-122.451767,41.467915
880.0,-122.37883,41.450974
881.0,-122.36293,41.454067
882.0,-122.354668,41.46067
883.0,-122.343697,41.485065
884.0,-122.30529,41.523888
885.0,-122.296913,41.529346
886.0,-122.272888,41.534203
887.0,-122.270111,41.536755
888.0,-122.261292,41.544861
889.0,-122.235817,41.543587
890.0,-120.870506,41.44828
891.0,-120.848969,41.460415
892.0,-120.834297,41.464611
893.0,-120.802238,41.463936
894.0,-120.741631,41.479603
895.0,-120.719551,41.49229
896.0,-120.718773,41.492516
897.0,-120.704269,41.496719
898.0,-120.693993,41.503262
899.0,-120.679703,41.503986
900.0,-120.654427,41.499825
901.0,-120.621803,41.500031
902.0,-121.188187,41.593723
903.0,-121.171249,41.57423
904.0,-121.150497,41.553326
905.0,-121.137756,41.540485
906.0,-121.003273,41.5154
907.0,-120.996277,41.513126
908.0,-120.973007,41.505543
909.0,-120.961937,41.49519
910.0,-120.909286,41.468971
911.0,-120.889397,41.463291
912.0,-120.874733,41.453293
913.0,-122.384209,41.43259
914.0,-122.427071,41.447849
915.0,-122.418983,41.442757
916.0,-122.398163,41.438538
917.0,-122.830467,41.595661
918.0,-122.826767,41.576366
919.0,-122.820297,41.563183
920.0,-122.823883,41.546474
921.0,-122.832916,41.538643
922.0,-122.835487,41.530476
923.0,-122.83445,41.516541
924.0,-122.830513,41.510563
925.0,-122.818008,41.501377
926.0,-122.818466,41.494194
927.0,-122.822983,41.483219
928.0,-122.838699,41.46883
929.0,-122.841087,41.462048
930.0,-122.830544,41.441292
