user_id,keyword_id
135,74
135,37
135,75
157,27
157,28
157,34
157,49
157,33
157,2
157,1
157,51
157,34
157,16
157,50
157,15
157,45
157,37
157,30
158,28
158,33
158,67
158,26
158,1
158,43
158,60
159,44
161,69
161,18
161,15
161,13
161,17
169,21
169,3
169,27
169,5
169,66
169,37
169,29
169,49
169,6
169,37
169,60
169,67
169,20
169,68
170,64
170,60
170,15
170,55
170,32
170,43
170,20
170,15
176,8
176,7
176,64
176,0
176,13
176,14
176,49
176,68
176,59
176,3
176,39
176,45
176,73
176,40
176,27
177,40
177,3
177,26
177,27
177,73
177,41
177,60
177,46
177,55
177,7
177,2
177,14
177,6
177,51
179,8
179,1
179,60
179,24
179,19
179,74
179,50
179,10
179,28
179,73
179,67
182,48
191,16
191,20
191,48
191,30
191,69
191,21
197,69
197,73
197,26
197,70
197,43
197,2
197,24
201,34
201,72
201,46
201,0
201,11
217,61
217,43
217,63
217,27
217,48
217,26
217,19
217,0
217,37
217,14
217,23
217,61
217,73
217,40
221,57
221,23
221,16
221,11
221,23
221,67
221,49
221,24
221,22
221,72
221,35
223,3
223,60
223,24
223,40
223,24
223,26
223,21
223,24
223,27
223,30
223,30
223,54
231,70
231,43
234,50
234,39
234,9
234,65
234,32
234,27
234,65
234,53
234,29
234,6
234,45
234,62
235,5
235,51
235,13
235,40
240,6
240,17
240,24
240,48
240,67
240,34
240,8
240,3
240,0
240,73
240,6
240,66
240,14
240,51
244,32
244,48
244,30
244,12
244,65
244,35
244,58
244,38
244,72
244,15
245,5
245,65
245,49
245,29
245,56
245,5
245,23
245,9
245,46
245,2
245,65
245,34
245,36
245,40
245,45
246,27
246,60
246,70
246,29
246,67
246,21
246,62
246,18
246,21
246,41
246,14
249,55
249,19
249,15
249,53
249,65
249,13
251,75
251,32
251,23
251,69
251,25
251,54
251,53
251,71
251,59
251,63
251,46
254,69
254,54
254,56
254,59
254,9
254,28
254,20
255,70
255,42
268,42
268,14
268,45
268,70
268,8
268,62
268,65
268,33
268,51
268,39
268,32
268,49
276,25
276,57
276,35
276,13
276,20
276,53
276,47
276,40
276,24
276,31
280,69
280,24
280,14
280,36
280,20
284,13
284,55
284,36
284,64
284,40
284,36
284,54
284,44
285,36
285,31
285,10
285,5
285,54
285,0
285,0
285,24
295,18
304,68
304,1
304,34
304,68
304,40
304,72
304,14
304,34
304,11
304,62
304,74
304,7
304,52
304,25
304,51
313,32
313,57
313,20
324,22
324,63
324,44
330,22
330,75
330,50
330,29
330,7
330,6
330,35
330,19
330,44
330,23
330,53
330,36
331,65
331,72
331,64
331,74
331,65
331,34
331,36
331,57
331,28
331,69
331,15
331,69
331,1
338,7
338,18
338,9
338,57
338,61
338,32
338,27
338,22
338,72
338,41
338,70
338,75
338,35
338,57
347,54
347,12
347,28
347,18
347,1
347,2
347,43
347,4
347,17
347,56
347,1
347,20
347,55
354,20
354,25
354,47
354,75
354,30
354,57
354,71
354,11
354,7
354,19
354,21
354,35
354,54
354,1
355,35
355,9
355,46
358,46
358,30
358,44
358,24
359,33
359,2
359,19
359,7
359,1
359,58
359,71
359,52
359,31
359,30
363,69
363,51
363,7
363,48
363,62
363,32
363,17
363,45
363,11
363,50
363,54
363,34
363,47
365,18
365,66
365,68
365,23
365,2
365,5
365,9
365,51
367,71
367,54
367,63
367,4
370,41
370,73
370,60
370,68
376,38
376,3
376,72
376,13
376,55
376,69
376,32
376,37
376,71
376,8
376,4
398,65
398,71
398,75
398,68
398,61
398,67
398,17
398,53
399,55
405,25
405,43
405,34
405,36
405,11
410,30
410,72
410,51
413,63
413,21
413,48
413,8
413,32
413,6
413,55
413,50
413,70
413,7
413,41
413,5
413,45
416,6
416,58
416,5
416,55
416,10
416,68
416,26
416,18
416,75
416,6
426,1
426,75
426,18
426,59
426,52
426,44
427,57
427,3
427,41
427,43
435,60
435,38
435,74
435,39
435,56
435,68
440,43
440,61
446,46
446,26
446,33
446,13
446,3
446,66
457,0
457,51
457,39
457,68
457,11
457,3
457,30
457,21
457,71
458,34
458,10
458,7
458,24
458,43
458,43
458,12
458,16
458,15
458,34
458,41
458,33
458,61
459,32
459,35
459,0
459,16
459,73
459,63
459,27
459,37
459,69
463,28
463,33
463,64
463,23
463,43
463,26
463,26
463,0
463,46
463,12
463,34
463,43
463,38
463,35
465,5
467,38
467,58
467,6
467,39
467,35
467,35
467,67
467,26
467,30
467,64
467,2
467,30
467,41
470,60
470,44
470,27
470,73
470,37
470,38
470,66
470,16
470,73
470,71
470,44
470,71
470,30
472,0
472,66
472,27
472,9
472,22
472,75
472,33
472,62
472,41
472,31
472,4
472,6
472,0
472,56
472,6
473,9
473,60
473,66
473,33
473,58
473,0
473,38
473,41
473,13
473,51
473,36
473,56
473,31
473,17
476,9
476,62
476,25
476,48
477,42
477,64
478,48
478,30
478,28
478,44
478,56
478,65
478,54
478,66
478,54
478,26
478,63
478,72
484,23
484,1
484,65
484,12
487,42
487,24
487,44
487,44
487,73
487,39
489,1
489,45
489,20
489,31
489,2
489,12
489,0
489,2
494,38
494,27
494,24
494,59
494,23
494,48
494,23
494,4
494,58
494,3
494,70
494,29
497,18
497,18
497,32
497,11
497,24
497,34
497,15
497,8
497,9
497,17
497,15
497,60
497,71
497,17
501,25
501,34
501,74
501,59
501,65
501,48
501,39
501,3
504,16
504,55
504,41
504,67
504,17
504,13
504,11
504,73
504,19
506,37
506,54
506,5
506,22
506,39
506,33
506,26
506,66
506,39
506,15
506,21
506,59
510,46
518,61
518,45
523,55
523,41
550,23
550,26
550,60
575,54
575,71
575,4
575,21
575,57
575,4
575,52
575,10
575,29
575,48
575,51
575,8
575,33
575,74
586,31
586,20
586,60
586,68
586,43
586,7
586,33
586,47
586,31
586,60
586,4
586,18
586,26
593,44
593,55
593,12
594,75
594,35
594,24
594,17
594,44
594,44
594,0
594,58
594,43
594,24
594,36
594,16
594,7
594,56
594,36
599,1
599,69
599,72
599,13
599,26
599,75
599,14
599,15
599,54
599,7
599,63
599,62
599,12
599,37
600,61
600,63
600,68
600,49
600,44
600,43
600,46
600,38
602,61
602,11
602,72
602,9
602,43
609,6
609,35
609,62
609,60
609,71
611,52
611,37
611,4
611,42
611,66
611,48
611,45
611,12
611,68
611,65
622,48
622,46
622,64
622,5
622,4
622,66
622,16
622,4
622,55
622,37
622,38
622,74
624,27
624,42
624,12
624,31
624,55
624,65
624,2
624,7
624,30
624,66
624,63
624,60
624,19
624,59
624,8
634,24
634,3
634,43
634,29
634,45
634,28
634,24
634,62
634,13
634,0
651,54
651,75
651,4
651,68
651,27
651,61
651,52
651,53
651,65
651,75
651,5
653,17
653,68
653,23
653,40
653,72
653,35
653,69
653,55
653,17
653,34
653,27
658,64
658,39
658,61
658,21
658,15
658,47
658,64
666,38
666,34
666,54
666,22
666,73
666,1
666,44
666,43
668,34
668,53
668,39
668,49
668,71
668,63
668,20
668,33
671,20
671,30
671,7
671,70
671,39
673,8
673,40
673,36
673,18
673,43
673,21
673,30
673,54
673,59
673,59
673,47
673,68
673,59
678,68
678,53
678,27
678,63
678,21
678,22
678,37
686,24
686,41
686,17
689,55
689,43
689,2
689,18
689,42
694,4
694,3
694,53
694,65
694,21
694,5
694,2
694,45
694,37
696,65
696,63
696,34
696,36
696,42
696,18
696,69
696,0
696,73
696,44
699,44
699,68
699,33
699,32
699,62
699,52
699,38
699,16
699,40
699,27
699,32
699,34
699,32
699,36
699,4
715,4
715,67
725,51
725,2
725,7
725,66
725,22
725,4
725,58
725,60
725,57
725,41
725,25
725,24
725,35
725,44
725,2
742,0
742,30
742,51
745,13
745,42
745,58
745,62
745,27
745,30
745,60
745,48
748,19
748,68
748,12
748,26
748,75
748,4
748,17
753,19
753,38
753,73
753,19
753,36
753,37
753,13
753,58
753,36
753,46
760,10
760,57
760,62
760,59
760,14
760,27
760,30
760,43
760,20
760,51
760,8
760,56
760,45
760,11
760,24
776,59
776,22
776,75
777,34
777,35
777,66
782,30
782,31
782,67
782,64
782,42
782,59
782,21
782,24
782,5
782,13
782,38
782,34
782,2
782,12
794,39
794,62
794,4
794,37
804,53
804,69
804,26
804,35
804,32
804,9
804,65
804,59
804,59
804,64
804,43
804,14
804,53
804,22
804,39
811,3
811,6
811,59
811,27
811,6
816,45
816,59
816,1
816,45
816,1
816,2
830,4
830,63
830,75
830,27
830,20
830,28
830,3
831,19
832,67
832,50
832,6
832,30
832,48
832,64
832,15
832,26
832,54
833,34
833,42
833,38
833,6
833,56
833,33
833,73
833,33
833,42
833,50
833,54
833,64
833,8
833,24
836,57
836,4
836,6
836,49
836,18
836,62
836,55
836,72
836,50
836,6
836,29
836,53
836,72
836,67
836,38
849,58
849,49
849,64
850,52
850,47
870,50
870,33
870,65
870,10
883,44
883,67
883,61
883,41
883,33
883,48
883,38
883,12
883,16
883,10
883,36
883,51
883,69
883,58
898,65
898,6
898,57
898,30
941,2
941,3
941,53
941,73
941,44
941,28
941,30
941,65
941,22
944,59
944,64
944,66
944,75
952,37
952,25
952,14
952,27
952,50
952,3
952,9
952,22
952,44
968,10
983,38
983,33
983,16
983,29
983,67
990,27
990,25
990,41
990,16
990,2
1011,16
1011,35
1011,52
1011,1
1011,67
1013,23
1014,58
1022,75
1022,19
1022,2
1022,66
1022,13
1022,19
1022,9
1022,5
1022,22
1022,7
1022,57
1026,65
1026,50
1026,29
1026,70
1026,73
1026,65
1026,47
1026,23
1026,50
1026,2
1026,38
1026,30
1026,13
1027,42
1027,69
1027,57
1027,46
1027,72
1027,36
1027,60
1027,64
1027,4
1027,27
1030,50
1030,55
1030,50
1030,13
1030,47
1030,13
1030,63
1030,68
1030,24
1030,28
1047,74
1047,12
1047,4
1047,19
1047,32
1047,64
1047,11
1047,47
1047,11
1047,65
1047,45
1047,71
1047,18
1047,40
1047,20
1048,13
1048,65
1048,6
1048,63
1048,48
1048,21
1048,69
1048,24
1048,47
1048,3
1052,71
1052,59
1052,51
1052,53
1052,61
1052,34
1052,67
1052,57
1052,65
1052,51
1052,40
1052,46
1052,71
1052,20
1066,20
1078,4
1078,64
1078,52
1078,21
1078,68
1078,11
1078,46
1078,43
1078,6
1078,54
1078,14
1078,49
1078,5
1078,45
1078,53
1086,34
1086,24
1086,62
1086,18
1086,55
1086,17
1086,25
1086,14
1086,70
1086,56
1086,67
1086,27
1093,10
1093,26
1093,36
1101,58
1101,73
1101,75
1101,54
1101,74
1101,8
1101,53
1120,63
1120,31
1120,63
1120,9
1120,65
1120,43
1120,59
1120,46
1120,16
1120,58
1120,46
1120,41
1120,6
1121,51
1121,13
1121,25
1121,53
1121,55
1121,71
1121,2
1121,0
1121,37
1121,30
1121,0
1121,8
1121,56
1121,55
1128,43
1128,9
1128,65
1128,64
1128,41
1128,50
1171,48
1171,44
1171,71
1171,47
1171,12
1171,44
1171,71
1171,24
1174,29
1174,24
1174,37
1174,68
1174,36
1174,23
1174,26
1174,53
1174,16
1174,11
1174,18
1174,60
1174,45
1174,1
1174,29
1182,32
1182,2
1182,14
1182,5
1182,27
1182,29
1182,71
1182,6
1182,60
1182,64
1182,66
1182,14
1182,9
1185,65
1185,72
1185,7
1188,27
1188,54
1224,15
1224,53
1224,6
1224,10
1224,37
1224,56
1224,49
1224,18
1224,26
1242,49
1242,72
1242,72
1242,73
1242,61
1242,4
1242,1
1242,44
1242,72
1244,22
1244,57
1244,20
1244,52
1244,34
1244,52
1244,11
1244,13
1244,48
1244,57
1244,16
1244,63
1279,24
1279,39
1279,74
1279,61
1279,25
1279,35
1280,3
1280,69
1280,2
1280,72
1280,49
1280,19
1280,39
1280,39
1280,52
1280,49
1297,61
1297,3
1297,46
1297,13
1297,41
1297,49
1298,4
1298,28
1298,9
1298,65
1298,67
1298,17
1298,39
1298,35
1298,58
1298,75
1298,18
1298,62
1298,31
1298,72
1302,41
1302,49
1302,64
1302,24
1302,47
1302,6
1302,21
1302,54
1302,63
1302,56
1302,58
1302,44
1302,45
1304,15
1304,2
1304,29
1304,40
1304,38
1304,20
1304,41
1304,38
1304,24
1304,51
1304,22
1307,47
1307,15
1307,33
1311,13
1311,5
1311,17
1311,49
1311,62
1311,31
1311,66
1311,58
1311,53
1311,51
1311,28
1311,15
1315,43
1315,54
1315,66
1315,15
1315,32
1315,3
1315,55
1315,69
1315,54
1315,29
1315,24
1315,57
1324,28
1324,7
1345,21
1346,20
1346,69
1378,66
1378,73
1378,66
1378,24
1378,12
1381,44
1381,11
1381,36
1381,42
1381,27
1381,49
1409,65
1409,69
1420,17
1423,13
1450,65
1450,36
1450,28
1450,14
1450,46
1450,16
1450,65
1450,63
1450,19
1450,16
1450,72
1450,18
1450,13
1450,31
1450,61
1453,66
1453,73
1453,28
1453,44
1453,49
1453,19
1453,65
1453,73
1453,55
1453,56
1453,63
1454,63
1454,40
1464,75
1464,52
1464,4
1464,20
1464,39
1464,66
1464,61
1464,26
1464,52
1464,34
1464,39
1464,12
1464,62
1464,46
1464,49
1466,0
1466,9
1466,53
1466,46
1466,61
1466,23
1466,24
1466,46
1466,43
1466,62
1470,50
1470,53
1470,22
1470,16
1470,48
1470,31
1482,47
1482,18
1482,68
1482,10
1484,9
1484,16
1484,38
1484,52
1484,18
1484,68
1484,19
1498,49
1498,56
1498,15
1507,47
1507,8
1507,51
1507,26
1507,52
1507,73
1507,35
1507,48
1507,41
1517,16
1523,17
1523,69
1523,18
1523,5
1523,62
1523,18
1523,36
1523,38
1523,63
1523,33
1523,58
1523,40
1523,64
1530,45
1530,14
1530,50
1530,20
1530,10
1530,71
1549,64
1549,48
1549,12
1549,1
1549,26
1549,9
1549,4
1549,4
1549,63
1558,40
1558,69
1558,5
1558,70
1558,9
1558,54
1558,26
1558,70
1558,3
1558,53
1558,74
1558,22
1558,63
1562,58
1562,23
1562,61
1562,17
1562,66
1562,34
1562,38
1564,52
1566,66
1566,66
1566,59
1566,44
1566,62
1566,3
1566,36
1566,20
1566,66
1567,25
1569,1
1569,16
1569,58
1569,3
1569,38
1569,43
1569,25
1569,19
1578,3
1578,11
1578,41
1578,54
1578,4
1578,20
1578,14
1578,19
1578,69
1578,68
1578,7
1578,50
1578,60
1578,32
1584,61
1584,29
1584,68
1584,13
1584,22
1584,67
1584,13
1584,40
1584,46
1584,45
1584,3
1586,32
1586,52
1586,29
1586,64
1588,36
1599,11
1599,67
1599,15
1599,33
1599,22
1599,12
1599,62
1599,43
1607,35
1607,23
1607,10
1607,59
1607,43
1607,33
1607,61
1607,28
1607,52
1607,50
1607,23
1607,72
1607,27
1607,51
1607,34
1610,19
1610,56
1610,51
1610,10
1610,33
1610,29
1610,41
1610,22
1610,46
1610,57
1610,43
1610,70
1621,60
1621,25
1621,32
1621,19
1621,44
1621,60
1621,55
1622,22
1622,24
1622,61
1622,3
1623,38
1623,30
1623,42
1623,60
1624,8
1624,45
1624,21
1624,52
1624,36
1624,48
1624,58
1624,75
1624,70
1624,6
1624,62
1624,9
1624,25
1624,9
1624,61
1632,63
1632,44
1632,11
1632,75
1632,9
1632,67
1654,18
1654,65
1654,72
1654,43
1654,2
1654,12
1654,11
1655,69
1658,40
1658,64
1658,68
1658,14
1658,32
1658,73
1658,75
1658,61
1658,35
1658,38
1658,54
1658,32
1658,40
1658,51
1658,58
1685,63
1685,27
1685,70
1685,60
1685,28
1685,5
1685,1
1685,5
1689,31
1702,68
1702,44
1702,70
1702,30
1702,75
1702,18
1702,43
1702,64
1702,48
1703,73
1703,48
1703,45
1703,20
1703,34
1703,55
1703,67
1703,65
1703,15
1703,68
1703,56
1703,70
1703,49
1703,37
1709,58
1709,75
1709,52
1709,9
1709,43
1709,41
1709,22
1709,8
1709,24
1709,52
1709,59
1709,37
1709,46
1709,31
1716,54
1716,39
1716,6
1716,34
1716,24
1716,36
1716,72
1731,5
1731,12
1731,47
1731,55
1731,42
1731,9
1731,66
1731,57
1731,70
1731,25
1731,54
1731,6
1736,50
1736,9
1736,37
1736,73
1736,55
1736,49
1736,42
1737,26
1737,13
1737,23
1737,21
1737,22
1737,40
1737,45
1737,26
1737,29
1740,59
1740,68
1740,53
1740,46
1740,32
1740,72
1740,54
1745,30
1745,49
1745,20
1745,48
1745,14
1745,11
1748,48
1748,33
1748,0
1748,53
1754,0
1754,41
1754,44
1754,11
1754,30
1754,52
1754,41
1754,66
1754,14
1754,30
1754,69
1754,15
1754,6
1754,62
1755,24
1755,56
1755,28
1755,39
1756,44
1756,64
1756,43
1756,71
1756,19
1756,63
1779,60
1779,31
1779,56
1779,74
1779,65
1779,63
1779,8
1779,24
1779,75
1779,18
1779,70
1779,44
1779,27
1779,19
1779,34
1784,17
1784,9
1784,15
1784,39
1784,7
1784,42
1784,53
1784,30
1784,27
1784,36
1785,49
1785,43
1785,33
1785,75
1785,69
1785,22
1785,74
1785,59
1785,24
1785,16
1785,39
1785,47
1787,19
1787,65
1787,63
1787,45
1787,32
1787,44
1787,44
1787,27
1787,62
1787,71
1787,17
1787,6
1787,12
1787,50
1787,36
1817,0
1817,62
1817,75
1817,11
1817,36
1817,59
1817,63
1817,71
1817,49
1817,63
1826,0
1826,65
1826,57
1826,23
1826,33
1826,20
1828,27
1828,74
1828,59
1828,47
1828,4
1828,13
1828,65
1833,55
1833,63
1833,17
1833,13
1833,14
1833,30
1833,65
1833,2
1833,29
1833,56
1833,24
1833,21
1833,40
1835,73
1835,54
1835,67
1835,11
1835,19
1852,66
1852,69
1852,47
1852,28
1852,47
1852,34
1852,67
1852,56
1852,36
1856,22
1856,30
1856,75
1856,23
1860,52
1860,63
1860,57
1860,56
1860,38
1860,18
1860,21
1860,36
1860,69
1860,34
1860,33
1860,21
1872,29
1872,8
1872,43
1872,54
1872,30
1872,30
1872,62
1872,19
1872,45
1872,33
1872,48
1872,25
1872,44
1872,48
1881,16
1881,44
1881,51
1891,61
1891,58
1891,71
1891,71
1891,21
1891,29
1891,67
1891,38
1891,55
1891,22
1891,22
1891,44
1897,25
1897,12
1897,16
1897,47
1899,6
1899,34
1899,56
1899,51
1899,33
1899,33
1899,58
1900,42
1900,69
1900,66
1900,51
1900,44
1900,48
1900,51
1900,65
1900,16
1900,62
1900,70
1900,3
1900,39
1900,18
1900,42
1903,26
1903,37
1903,0
1903,48
1903,19
1903,58
1903,12
1903,71
1903,65
1903,22
1903,58
1903,56
1903,26
1904,49
1904,57
1904,40
1904,45
1915,2
1915,18
1915,1
1915,48
1915,35
1924,41
1924,18
1924,26
1924,73
1924,41
1924,36
1924,50
1924,38
1932,48
1932,8
1932,19
1932,43
1932,55
1932,14
1932,51
1932,69
1932,3
1932,68
1953,20
1953,51
1965,38
1965,66
1965,23
1965,26
1965,48
1965,31
1965,22
1965,38
1965,41
1965,71
1965,69
1976,1
1976,7
1976,55
1976,27
1976,15
1976,44
1976,63
1976,68
1976,48
1976,66
1976,21
1976,46
1976,66
1976,42
1976,55
1987,2
1987,51
1987,51
1987,69
1987,13
1987,48
1987,15
1987,49
1987,30
1987,20
1987,72
1991,51
1991,37
1991,17
1991,36
1997,70
1997,4
1997,32
1997,51
1997,8
1997,32
1997,34
1997,65
1997,66
1997,28
1997,23
2004,66
2004,40
2004,50
2004,63
2004,33
2004,52
2004,70
2004,22
2004,36
2004,57
2004,67
2009,63
2009,33
2009,74
2009,45
2009,34
2009,58
2009,27
2009,64
2009,59
2009,50
2009,33
2009,2
2009,1
2021,0
2021,31
2021,65
2021,39
2021,40
2021,69
2021,68
2021,18
2021,45
2021,47
2021,28
2021,22
2021,27
2021,8
2021,7
2039,18
2039,28
2041,36
2041,38
2041,25
2041,36
2046,37
2046,9
2046,4
2046,57
2046,32
2046,17
2046,15
2046,21
2046,74
2046,36
2046,21
2046,18
2046,54
2053,62
2053,16
2053,32
2053,15
2053,12
2053,20
2053,32
2053,41
2053,52
2068,33
2068,57
2068,26
2070,75
2070,60
2070,20
2070,65
2070,23
2070,27
2070,46
2070,49
2073,17
2073,57
2073,27
2073,34
2075,59
2075,27
2075,8
2075,8
2075,35
2075,45
2075,74
2076,15
2088,22
2088,75
2097,49
2102,12
2107,51
2107,52
2107,68
2107,12
2107,33
2107,74
2107,6
2107,65
2107,52
2122,34
2122,34
2122,47
2122,29
2124,74
2124,8
2124,13
2124,9
2124,46
2125,27
2125,35
2125,63
2125,65
2126,60
2126,5
2126,74
2126,53
2126,8
2126,55
2126,9
2126,52
2126,11
2127,72
2127,70
2127,15
2127,68
2127,52
2127,74
2127,61
2127,42
2127,40
2127,54
2127,70
2127,14
2127,52
2133,15
2133,75
2133,38
2133,56
2133,58
2133,59
2133,14
2133,71
2133,5
2133,33
2133,44
2143,31
2143,47
2143,6
2143,9
2143,29
2143,0
2143,32
2143,22
2143,47
2143,71
2143,30
2143,14
2143,25
2160,71
2160,17
2160,22
2160,23
2160,22
2160,46
2160,62
2160,14
2167,75
2167,6
2167,58
2167,48
2170,38
2170,14
2170,25
2170,63
2170,12
2170,63
2170,29
2170,48
2170,12
2170,61
2171,55
2171,15
2171,44
2171,32
2171,50
2171,21
2171,43
2171,26
2171,20
2171,24
2171,58
2171,2
2176,67
2176,40
2176,56
2176,73
2176,8
2176,43
2176,52
2176,48
2176,20
2182,50
2182,67
2182,19
2182,17
2182,12
2182,53
2182,24
2182,30
2182,62
2182,45
2184,2
2184,44
2184,46
2184,27
2184,54
2184,37
2184,62
2193,47
2193,74
2193,50
2193,47
2196,12
2198,12
2198,21
2198,23
2198,0
2198,62
2198,27
2198,36
2198,53
2203,14
2203,55
2203,61
2203,68
2203,22
2203,37
2203,27
2203,1
2210,65
2210,65
2210,14
2220,56
2220,43
2220,10
2220,30
2220,38
2220,21
2233,58
2233,0
2233,69
2233,66
2233,57
2237,70
2237,51
2237,47
2237,21
2237,68
2237,21
2237,6
2237,8
2237,3
2237,18
2237,75
2240,31
2240,31
2240,2
2240,40
2240,48
2240,61
2244,3
2244,64
2244,58
2244,23
2244,0
2244,56
2244,8
2244,52
2244,29
2244,33
2244,3
2244,40
2262,67
2264,68
2264,45
2264,43
2264,23
2264,44
2264,36
2264,71
2264,13
2264,7
2264,67
2264,47
2264,12
2264,12
2264,1
2264,31
2266,58
2266,39
2266,67
2266,52
2280,53
2280,6
2280,51
2280,70
2280,62
2280,53
2280,13
2280,14
2281,19
2281,30
2281,45
2283,37
2283,10
2283,38
2283,74
2283,15
2283,69
2283,65
2283,23
2286,70
2287,60
2287,54
2287,30
2287,23
2287,14
2287,57
2287,23
2287,57
2287,21
2287,68
2287,62
2287,49
2287,24
2287,75
2292,62
2292,44
2292,19
2298,9
2298,21
2298,65
2298,54
2302,9
2302,55
2303,55
2303,42
2303,41
2303,12
2303,31
2303,35
2303,55
2310,29
2310,32
2310,53
2310,68
2310,2
2310,27
2310,60
2310,42
2310,38
2310,37
2310,22
2311,40
2311,54
2311,23
2311,55
2311,72
2311,65
2311,29
2311,75
2311,49
2311,63
2314,48
2314,74
2314,36
2320,40
2320,40
2320,68
2320,31
2320,5
2320,43
2320,39
2320,52
2320,40
2320,39
2320,27
2320,50
2324,42
2324,34
2324,18
2324,42
2324,71
2324,3
2324,29
2324,52
2324,30
2324,2
2324,69
2332,11
2332,33
2332,41
2332,5
2332,2
2332,39
2332,25
2332,12
2332,74
2332,69
2333,32
2333,8
2333,67
2333,61
2333,21
2333,42
2333,72
2333,15
2333,37
2333,55
2333,10
2333,18
2333,59
2333,9
2333,5
2336,36
2336,13
2336,67
2336,0
2336,2
2336,69
2336,35
2336,36
2336,73
2336,14
2338,46
2339,22
2339,74
2339,72
2352,13
2352,38
2352,61
2352,72
2352,37
2353,54
2353,0
2353,28
2353,31
2353,5
2353,19
2353,18
2355,62
2355,7
2355,54
2355,41
2355,38
2357,51
2357,10
2357,51
2357,10
2357,47
2357,30
2357,56
2357,38
2357,17
2358,31
2358,9
2358,8
2358,43
2358,20
2358,62
2358,35
2358,62
2358,27
2358,47
2358,42
2358,40
2358,56
2363,20
2363,41
2363,58
2364,62
2364,19
2364,64
2364,67
2364,9
2364,62
2364,27
2364,16
2364,25
2365,6
2374,72
2382,20
2382,41
2382,16
2382,25
2382,18
2382,69
2382,18
2382,72
2382,6
2382,38
2382,12
2383,37
2383,68
2383,8
2383,21
2385,24
2385,33
2385,47
2385,8
2385,65
2385,43
2385,50
2385,26
2386,63
2386,70
2386,38
2388,51
2388,25
2388,9
2388,13
2388,46
2388,55
2388,15
2388,9
2389,69
2389,24
2389,54
2389,75
2397,49
2397,54
2397,6
2397,66
2397,0
2397,62
2397,55
2397,7
2397,44
2397,47
2397,39
2397,45
2397,28
2397,46
2397,40
2404,12
2413,31
2413,16
2413,29
2413,44
2413,16
2413,63
2414,49
2414,24
2414,28
2414,38
2414,75
2414,0
2414,19
2414,9
2414,12
2414,34
2414,8
2414,18
2414,53
2414,31
2415,49
2415,25
2415,3
2415,7
2415,16
2415,56
2415,9
2415,27
2415,21
2415,60
2415,46
2418,39
2418,0
2418,58
2418,0
2418,15
2418,24
2426,41
2426,21
2426,29
2426,62
2426,18
2426,26
2426,36
2426,9
2426,38
2426,71
2426,9
2426,66
2426,14
2429,63
2429,8
2429,50
2429,6
2429,30
2429,31
2453,64
2453,60
2453,48
2455,61
2455,2
2455,69
2455,49
2455,46
2455,30
